generation,piece1,piece2,piece3,piece4
0,10.926374688833954,14.779890039851416,9.955625158203022,16.747348202269848
1,13.015853745971569,18.998821336334547,9.924768141029208,13.658871367221074
2,13.015853745971569,18.998821336334547,9.924768141029208,13.658871367221074
3,13.015853745971569,18.998821336334547,9.924768141029208,13.658871367221074
4,13.015853745971569,18.998821336334547,9.924768141029208,13.658871367221074
5,13.015853745971569,18.998821336334547,9.924768141029208,13.658871367221074
6,11.502210132357536,29.108459874055985,12.629186103487386,10.483021661776853
7,11.502210132357536,29.108459874055985,12.629186103487386,10.483021661776853
8,11.502210132357536,29.108459874055985,12.629186103487386,10.483021661776853
9,11.502210132357536,29.108459874055985,12.629186103487386,10.483021661776853
10,9.636990613064592,11.792063080721778,9.166626507014904,33.247058003861675
11,10.853098531118635,13.137320555523507,10.136388805484303,42.975077976170674
12,10.853098531118635,13.137320555523507,10.136388805484303,42.975077976170674
13,10.331079336800865,12.887692758057407,9.910785046464685,41.88503151790162
14,10.143471851770117,75.10912883492938,11.841617415901547,13.520397348658268
15,9.769424421466315,56.04580484630365,11.214857217314407,11.228286189629818
16,9.769424421466315,56.04580484630365,11.214857217314407,11.228286189629818
17,9.769424421466315,56.04580484630365,11.214857217314407,11.228286189629818
18,9.769424421466315,56.04580484630365,11.214857217314407,11.228286189629818
19,9.769424421466315,56.04580484630365,11.214857217314407,11.228286189629818
20,9.769424421466315,56.04580484630365,11.214857217314407,11.228286189629818
21,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
22,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
23,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
24,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
25,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
26,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
27,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
28,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
29,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
30,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
31,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
32,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
33,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
34,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
35,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
36,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
37,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
38,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
39,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
40,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
41,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
42,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
43,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
44,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
45,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
46,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
47,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
48,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
49,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
50,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
51,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
52,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
53,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
54,9.82102871878441,87.55214700842713,11.416116786931175,13.845224695320129
